,address,code,name,state,zone,coordinates
1727,,PNV,PANEVADI,,,"[74.494903, 20.26527]"
1728,,MMR,MANMAD JN,,,"[74.438305, 20.249887]"
1729,,TGR3,BLOCK AND CATCH SIDING CABINE NO.3,,,"[73.485951, 19.674468]"
1730,"SH 57, Karnataka",BDGP,BADANAGUPPE,Karnataka,SWR,"[76.861228, 11.990316]"
1731,,KYN,KALYAN JN,,,"[73.12974, 19.234716000000002]"
1732,,PMR,PITAMBARPUR,,,"[79.538072, 28.200105]"
1733,"Rupbas, Rajasthan",BIQ,BANSI PAHARPUR,Rajasthan,NCR,"[77.457241, 26.93277]"
1734,"Uttara Kannada, Karnataka",CTTP,CHITRAPUR HALT,Karnataka,KR,"[74.536566, 14.036147999999999]"
1735,"Nahar Rd, Assam",BFD,BORHAT,Assam,NFR,"[95.277512, 27.164263]"
1736,"Belgaum, Karnataka",BGM,BELGAUM,Karnataka,SWR,"[74.5095639, 15.8492433]"
1737,"Barahwa Pool Rd, Bihar",BGU,BAIRGANIA,Bihar,ECR,"[85.27333399999999, 26.738281999999998]"
1738,"National Highway 11, Rajasthan",BGRM,Biggabas Ramsara,Rajasthan,NWR,"[74.20154742999999, 28.04769242]"
1739,"KGF, Karnataka",BEML,BEML Nagar,Karnataka,SWR,"[78.24197815000001, 12.9786413]"
1740,"Bakshi Ka Talab, Uttar Pradesh",BKT,BAKSHI KA TALAB,Uttar Pradesh,NER,"[80.922331, 26.983452]"
1741,"Bhopatpur, Uttar Pradesh",BFPA,Bhopatpur,Uttar Pradesh,NER,"[79.8051375, 28.375464097400002]"
1742,"Bijapur, Karnataka",BJP,BIJAPUR,Karnataka,SWR,"[75.7400012, 16.8310603]"
1743,"Jobner to Nawa Rd, Rajasthan",BILA,Bheslana,Rajasthan,NWR,"[75.304187, 27.065209000000003]"
1744,"Guntur, Andhra Pradesh",VJA,VEJANDLA,Andhra Pradesh,SCR,"[80.519729, 16.237226]"
1745,"High School Rd, Andhra Pradesh",SJL,SANGAM JAGARLAMUDI,Andhra Pradesh,SCR,"[80.570521, 16.246589]"
1746,"Vadodara, Gujarat",BDE,Bodeli,Gujarat,WR,"[73.71657979999999, 22.2701906]"
1747,,GCAB,GCAB,,,"[81.431558, 21.204607999999997]"
1748,,BIA,BHILAI,,,"[81.4217238, 21.202598300000002]"
1749,,BPHB,BHILAI POWER HOUSE,,,"[81.375901, 21.208119]"
1750,,BQR,BHILAI NAGAR,,,"[81.33434510000001, 21.2013382]"
1751,"State Highway 57, Uttar Pradesh",BADK,BARKA,Uttar Pradesh,NR,"[77.2733021582, 29.0725646906]"
1752,"State Highway 12, Orissa",BDKT,Badakhandita,Orissa,ECoR,"[86.08383554000001, 20.365448699999998]"
1753,"Gaya, Bihar",BELA,Bela,Bihar,ECR,"[84.981353, 24.97843]"
1754,,VDE,VEDAYAPALEM,,,"[79.957106, 14.404478]"
1755,,TRL,TIRUVALLUR,,,"[79.913105, 13.115764]"
1756,"Bidar, Karnataka",BIDR,Bidar,Karnataka,SCR,"[77.5137793, 17.9116836]"
1757,,WCN,WIMCO NAGAR,,,"[80.305807, 13.180491]"
1758,,KAVM,KATHIVAKKAM,,,"[80.31674199999999, 13.204343999999999]"
1759,,VKT,VENKATACHALAM,,,"[79.92732000000001, 14.327256]"
1760,"Behram, Punjab",BHM,Bahram,Punjab,NR,"[75.894193, 31.197575]"
1761,"Bageshapura, Karnataka",BGPA,Bageshapura,Karnataka,SWR,"[76.2293551874, 13.143803441600001]"
1762,"State Highway 7, Gujarat",BHRJ,Becharji,Gujarat,WR,"[72.02941299999999, 23.516602]"
1763,,SDM,SURAREDDIPALEM,,,"[80.045682, 15.407571]"
1764,,PRH,POWERPET,,,"[81.106602, 16.713189]"
1765,,VGT,UNGUTURU,,,"[81.42356000000001, 16.824498]"
1766,,BMGM,BRAHMANAGUDEM,,,"[81.67527695, 16.930258209999998]"
1767,,KYM,KADIYAN,,,"[81.832674, 16.914337999999997]"
1768,,BBPM,BALABHADRAPURAM,,,"[82.00037565999999, 16.96580143]"
1769,,NASP,NARASINGAPALLI,,,"[82.891038, 17.606751]"
1770,,GPT,GOPALAPATNAM,,,"[83.214877, 17.748818]"
1771,,VKD,BAKHRABAD,,,"[87.36345, 22.118541]"
1772,,NYA,NARAYANGARH,,,"[87.380456, 22.174233]"
1773,,BPE,BENAPUR,,,"[87.37624084000001, 22.271352309999997]"
1774,,HIJ,HIJILLI,,,"[87.32016899999999, 22.319921]"
1775,"Bonakalu, Andhra Pradesh",BKL,BONA KALU,Andhra Pradesh,SCR,"[80.261499, 17.031591000000002]"
1776,"Kota, Rajasthan",BLO,BHULON,Rajasthan,WCR,"[76.968812, 24.635909]"
1777,"Muzaffarnagar, Uttar Pradesh",BMHR,BAMANHERI,Uttar Pradesh,NR,"[77.70639, 29.514761999999997]"
1778,"Barmer, Rajasthan",BME,BARMER,Rajasthan,NWR,"[71.397067, 25.744521900000002]"
1779,"Parbhani, Maharashtra",BLC,BOLDA,Maharashtra,SCR,"[77.2735908, 19.5520321]"
1780,"Diwan Khera, Rajasthan",BKWA,BAKAYANWALA,Rajasthan,NR,"[73.98581800000001, 30.143292]"
1781,"Bhildi, Gujarat",BLDI,BHILDI,Gujarat,WR,"[72.008187, 24.194251]"
1782,"Bahjoi, Uttar Pradesh",BJ,BAHJOI,Uttar Pradesh,NR,"[78.6315064, 28.401499599999998]"
1783,,ADIJ,AHMEDABAD JN,,,"[72.60171600000001, 23.025715]"
1784,"Kutch, Gujarat",BMSR,Bhimasar,Gujarat,WR,"[70.88691945187747, 23.533660939738297]"
1785,"Rajkot, Gujarat",BLWR,BILESHWAR,Gujarat,WR,"[70.830427, 22.382129]"
1786,"SH 14, Haryana",BKDE,BUDHAKHERA,Haryana,NR,"[76.557193, 29.378719]"
1787,,HCAB,BMY H CABIN,,,"[81.46489100000001, 21.220990999999998]"
1788,,KOK,KORUKKUPET JN,,,"[80.27837727340001, 13.120489801700002]"
1789,"Sahid Kharachia, Gujarat",BHY,BHAYAVADAR,Gujarat,WR,"[70.23614485659999, 21.8478371804]"
1790,"Valsad, Gujarat",BL,VALSAD,Gujarat,WR,"[72.9335291, 20.6085595]"
1791,,TNP,TONDIARPETTAI,,,"[80.28092114379999, 13.1262400028]"
1792,"Uttar Pradesh, Uttar Pradesh",BNSP,BANSAPAHAR,Uttar Pradesh,WCR,"[81.050022, 25.055505]"
1793,,ULB,ULUBARIA,,,"[88.093209, 22.472428]"
1794,"Balrampur, Uttar Pradesh",BLP,Balrampur,Uttar Pradesh,NER,"[82.16066989870001, 27.4158206073]"
1795,,VOC,V.O.C. NAGAR,,,"[80.28745678409999, 13.140301627300001]"
1796,,CTRE,CHITTERI,,,"[79.597909, 13.068171999999999]"
1797,,TUG,THALANGAI,,,"[79.42612799999999, 13.003678]"
1798,"Sri Ganganagar, Rajasthan",APH,ANUPGARH,Rajasthan,NWR,"[73.2045643, 29.1968977]"
1799,,WJR,WALAJAH ROAD JN,,,"[79.360511, 12.970676]"
1800,"Baijnath, Himachal Pradesh",BJMR,BAIJNATH MANDIR,Himachal Pradesh,NR,"[76.65152893999999, 32.052625660000004]"
1801,,MCN,MUKUNDARAYAPURM,,,"[79.289067, 12.977678]"
1802,,TVT,TIRUVOTTIYUR,,,"[80.296454, 13.160025]"
1803,"Balaghat, Madhya Pradesh",BMR,BIKRAMPUR,Madhya Pradesh,WCR,"[79.586316, 23.082226]"
1804,"Bankheri, Madhya Pradesh",BKH,BANKHEDI,Madhya Pradesh,WCR,"[78.5379969, 22.7748819]"
1805,"Kolkata, West Bengal",AKRA,Akra,West Bengal,ER,"[88.249021, 22.514668]"
1806,"Seoni Malwa, Madhya Pradesh",BPF,BANAPURA,Madhya Pradesh,WCR,"[77.4807316095, 22.4703575471]"
1807,"National Highway 206, Karnataka",BLKR,BALLEKERE HALT,Karnataka,SWR,"[76.023514, 13.502322000000001]"
1808,"Suchindram, Tamil Nadu",SUCH,SUCHINDRAM,Tamil Nadu,SR,"[77.466792, 8.149479]"
1809,"State Highway 24, Haryana",BJWS,Bojawas,Haryana,NWR,"[76.25286799999999, 28.312786]"
1810,"Belagula, Karnataka",BLGA,Belagula,Karnataka,SWR,"[76.5887032642, 12.385698676899999]"
1811,"Bali, Goa",BLLI,BALLI,Goa,KR,"[74.0209756, 15.151725800000001]"
1812,"Kiriburu, Jharkhand",BJMD,Bara Jamda,Jharkhand,SER,"[85.41239200000001, 22.1665327]"
1813,"Brahmapuri, Maharashtra",BMP,Bramhapuri,Maharashtra,SECR,"[79.867537, 20.603943]"
1814,"Bichia, Uttar Pradesh",BIC,Bichia,Uttar Pradesh,NER,"[81.2720808, 28.1830705]"
1815,"Bilkha, Gujarat",BILK,Bilkha,Gujarat,WR,"[70.6004021, 21.443078399999997]"
1816,"National Highway 6, Orissa",BMPR,Badampahar,Orissa,SER,"[86.18081819999999, 22.2640234]"
1817,"Hemtabad, West Bengal",BMGR,Bamangram,West Bengal,NFR,"[88.1912832245, 25.622139865799998]"
1818,"Banpur-Majhdia Rd, West Bengal",BPN,Banpur,West Bengal,ER,"[88.76185515, 23.45186861]"
1819,"State Highway 16A, Haryana",BMLL,Bamla,Haryana,NWR,"[76.244079, 28.832463999999998]"
1820,"Nagpur, Maharashtra",BMW,Bamhni,Maharashtra,SECR,"[79.364152, 20.922361]"
1821,,KOTR,KORATTUR,,,"[80.184062, 13.113345]"
1822,,PCW,PERAMBUR CARRIAGE WORKS,,,"[80.23865900000001, 13.107240000000001]"
1823,,VLK,VILLIVAKKAM,,,"[80.209621, 13.110062]"
1824,"Chitradurga, Karnataka",BNHL,Bellenahalli,Karnataka,SWR,"[76.554391, 14.243859]"
1825,,PVM,PATTARAVKKAM,,,"[80.166656, 13.114872]"
1826,,ABU,AMBATTUR,,,"[80.1525249074, 13.114305980800001]"
1827,,ANNR,ANNANUR,,,"[80.126743, 13.116018]"
1828,,KMSI,Kumsi,,,"[75.402042, 14.051954]"
1829,,AVD,AVADI,,,"[80.10051800000001, 13.118247]"
1830,,HC,HINDU COLLEGE,,,"[80.074903, 13.118538]"
1831,,PAB,PATTABIRAM,,,"[80.06542400000001, 13.11926]"
1832,,NEC,NEMILICHERRY HALT,,,"[80.045378, 13.121643]"
1833,,SVR,SEVVAPET ROAD,,,"[79.96668799999999, 13.124996999999999]"
1834,,PTLR,PUTLUR HALT,,,"[79.93709999999999, 13.122922]"
1835,,EGT,EGATTUR HALT,,,"[79.88406, 13.106198]"
1836,"Jairampur More to Baliapur, Jharkhand",BJE,Bhojudih Junction,Jharkhand,SER,"[86.4469993, 23.642174999999998]"
1837,,MAF,MANUR,,,"[79.801508, 13.096025]"
1838,,MSU,MOSUR,,,"[79.7188409808, 13.0857348949]"
1839,,MLPM,MELPAKKAM,,,"[79.659245, 13.080671]"
1840,,MRLM,MARUDALAM,,,"[79.399298, 12.99726]"
1841,"Bazpur, Uttarakhand",BPZ,BAZPUR,Uttarakhand,NER,"[79.1463827, 29.1578998]"
1842,"Bareilly, Uttar Pradesh",BRY,BAREILLY,Uttar Pradesh,NER,"[79.4109744, 28.3372843]"
1843,"Farakka, West Bengal",BQZ,BALLALPUR,West Bengal,ER,"[87.91224299999999, 24.747459000000003]"
1844,"Barnala, Punjab",BNN,BARNALA,Punjab,NR,"[75.5492466, 30.370396799999998]"
1845,"Panipat, Haryana",BNJL,BINJHOL HALT,Haryana,NR,"[76.92378099999999, 29.344605]"
1846,,KAV,KALAMNA,,,"[79.140955, 21.168195]"
1847,"Bhimnath, Gujarat",BNH,BHIMNATH,Gujarat,WR,"[71.92503, 22.245963]"
1848,"Bhanvad, Gujarat",BNVD,BHANVAD,Gujarat,WR,"[69.79885780000001, 21.9330444]"
1849,"National Highway 44, Assam",BRGM,Baraigram Junction,Assam,NFR,"[92.344106, 24.684059]"
1850,"District Sarguja, Chhattisgarh",BSPR,BISHRAMPUR,Chhattisgarh,SECR,"[82.98289000000001, 23.179178]"
1851,"NH 78, Chhattisgarh",BRH,BAIKUNTHPUR RD,Chhattisgarh,SECR,"[82.5298836, 23.317286]"
1852,,SAL,SALWA,,,"[79.292976, 21.236542]"
1853,"Bhatkal, Karnataka",BTKL,Bhatkal,Karnataka,KR,"[74.56730199046433, 13.987012001486875]"
1854,,TAR,THARSA,,,"[79.41467, 21.256602]"
1855,,TMR,TUMSAR ROAD,,,"[79.75141900000001, 21.342437]"
1856,,GJ,GANGAJHARI,,,"[80.058885, 21.443153]"
1857,"Bhagwan Sar, Rajasthan",BNSR,BHAGWANSAR,Rajasthan,NWR,"[73.859791, 29.343806]"
1858,,PJB,PANIAJOB,,,"[80.693768, 21.183732000000003]"
1859,,THL,TIRUVALAM,,,"[79.245745, 12.974779]"
1860,"Bhanohad, Punjab",BQH,Bhanohad Punjab,Punjab,NR,"[75.70970576, 30.85173825]"
1861,,SVUR,SEVUR,,,"[79.189821, 12.971785]"
1862,,KPD,KATPADI JN,,,"[79.13534100000001, 12.972733999999999]"
1863,"National Highway 86, Uttar Pradesh",BPRA,BARIPURA,Uttar Pradesh,NCR,"[79.943488, 25.340728000000002]"
1864,,PCKM,PACHACHAKUPAM,,,"[78.757365, 12.822656]"
1865,,DGG,DONGARGARH,,,"[80.759857, 21.185492]"
1866,"Baripada, Orissa",BPO,Baripada,Orissa,SER,"[86.73709000000001, 21.9227408]"
1867,"Borsad, Gujarat",BO,Borsad,Gujarat,WR,"[72.909158, 22.401548000000002]"
1868,,JTR,JATKANHAR,,,"[80.821965, 21.1798]"
1869,"Benisar, Rajasthan",BS,Banisar,Rajasthan,NWR,"[73.8954879211, 28.067563416]"
1870,"Antah, Rajasthan",ATH,ANTAH,Rajasthan,WCR,"[76.3072684, 25.1611771]"
1871,"Kota, Rajasthan",BON,BHONRA,Rajasthan,WCR,"[76.1976736633, 25.171061136400002]"
1872,"Bhatgaon, Chhattisgarh",BOV,Bhatgaon,Chhattisgarh,SECR,"[81.71272400000001, 21.171626]"
1873,,MUA,MUSRA,,,"[80.879372, 21.152966]"
1874,"Bengaluru, Karnataka",BNCE,BANGALORE EAST,Karnataka,SWR,"[77.6184701, 13.001479999999999]"
1875,"Baruipur, West Bengal",BRP,Baruipur Junction,West Bengal,ER,"[88.431647, 22.366657999999997]"
1876,"State Highway 19, Madhya Pradesh",AAH,ITEHAR,Madhya Pradesh,NCR,"[78.683783, 26.562635]"
1877,"National Highway 92, Madhya Pradesh",RYT,RAYAT PURA,Madhya Pradesh,NCR,"[78.38188099999999, 26.456937]"
1878,"Gwalior, Madhya Pradesh",BBY,BHADROLI,Madhya Pradesh,NCR,"[78.181356, 26.30595]"
1879,,BAKL,BAKAL,,,"[80.940946, 21.123637]"
1880,"Bathna Krittibas, West Bengal",BTKB,Bathna Krittibas Halt,West Bengal,ER,"[88.48266943, 23.236313600000003]"
1881,,GD,GONDA JN,,,"[81.97815200000001, 27.154613]"
1882,"Ranchi, Jharkhand",AKZ,Akashi,Jharkhand,SER,"[84.8877858557, 23.385124400800002]"
1883,"Dumariya, Rajasthan",BR,BANDH BARETA,Rajasthan,NCR,"[77.364108, 26.910367]"
1884,,DAN,DHANETA,,,"[79.264748, 28.512293999999997]"
1885,"Chakara Road Halt, Uttar Pradesh",CKYD,CHAKRA ROAD,Uttar Pradesh,NER,"[83.672178, 26.001213]"
1886,,MUP,MURHIPAR,,,"[81.14815399999999, 21.183141]"
1887,"Maharashtra, Maharashtra",BOKE,BHOKE,Maharashtra,KR,"[73.3810615, 17.0490546]"
1888,,RSM,RASMARA,,,"[81.2164, 21.204118]"
1889,,PHQ,PARDHANDE,,,"[75.3769414349, 20.7292951895]"
1890,,PC,PACHORA JN,,,"[75.34831, 20.668385]"
1891,"Basukinath, Jharkhand",BSKH,Basukinath,Jharkhand,ER,"[87.045099, 24.388941000000003]"
1892,"State Highway 41, Gujarat",BSKN,Bhesana Manknaj,Gujarat,WR,"[72.3312086395, 23.4987569498]"
1893,,GAA,GALAN,,,"[75.27700034419999, 20.6095998065]"
1894,,NGD,NAGARDEVLA,,,"[75.1981061108, 20.6030016547]"
1895,,AV,ASVALI,,,"[73.751085, 19.817370999999998]"
1896,,PI,PADLI,,,"[73.66573299999999, 19.783928]"
1897,,GO,GHOTI,,,"[73.63594400000001, 19.722911]"
1898,,IGP,IGATPURI,,,"[73.56237899999999, 19.694053]"
1899,,SHAD,SHAHAD,,,"[73.158611, 19.244702]"
1900,"Delhi-Rohtak Corridor, Haryana",ASE,ASAUDAH,Haryana,NR,"[76.85877285, 28.73653776]"
1901,"Rohtak, Haryana",ABO,ASTHAL BOHAR,Haryana,NR,"[76.629155, 28.857765]"
1902,"NH 71, Haryana",KZH,KILA ZAFARGARH,Haryana,NR,"[76.4289531995, 29.0805810005]"
1903,"State Highway 57, Uttar Pradesh",BNQL,BHANKALA HALT,Uttar Pradesh,NR,"[77.4743493237, 29.845590837699998]"
1904,"Bankura, West Bengal",BQA,BANKURA,West Bengal,SER,"[87.07468750000001, 23.224387099999998]"
1905,"National Highway 11B, Uttar Pradesh",BRLI,Barauli,Uttar Pradesh,NCR,"[77.424988, 26.552056]"
1906,"Umreli, Chhattisgarh",BPRH,Balpur Halt,Chhattisgarh,SECR,"[82.694138, 22.115136]"
1907,"Purnia, Bihar",BNKI,Banmankhi Junction,Bihar,ECR,"[87.193664, 25.885092]"
1908,,AIP,ATTIPPATTU,,,"[80.2889459058, 13.2611631708]"
1909,,MJR,MINJUR,,,"[80.26019199999999, 13.281979]"
1910,"Kolkata, West Bengal",BRJ,Brace Bridge,West Bengal,ER,"[88.301496, 22.517861]"
1911,"Bazurghat, Assam",BZGT,Bazurghat,Assam,NFR,"[92.38341799999999, 24.607593]"
1912,"Hailakandi, Assam",ALGP,Algapur,Assam,?,"[92.59591800000001, 24.754753]"
1913,,TAN,TARANA ROAD,,,"[76.06701699999999, 23.264582]"
1914,"Dehradun, Uttarakhand",DWO,DOIWALA,Uttarakhand,NR,"[78.12218, 30.175451000000002]"
1915,"Delhi Cantonment, Delhi NCT",BRSQ,BRAR SQUARE,Delhi NCT,NR,"[77.14079000000001, 28.613526]"
1916,"Khatauli, Uttar Pradesh",KAT,KHATAULI,Uttar Pradesh,NR,"[77.736988, 29.273712]"
1917,"Bissau, Rajasthan",BUB,Bissau,Rajasthan,NWR,"[75.0612084, 28.2401014]"
1918,"Meerut, Uttar Pradesh",PQY,PABLI KHAS,Uttar Pradesh,NR,"[77.698335, 29.05601]"
1919,"Ghaziabad, Uttar Pradesh",GUH,GULDHAR,Uttar Pradesh,NR,"[77.455792, 28.703751999999998]"
1920,"Bordi, Gujarat",BRRD,BORDI ROAD,Gujarat,WR,"[72.766138, 20.122424]"
1921,"Bhairoganj, Bihar",BRU,BHAIROGANJ,Bihar,ECR,"[84.24239742, 27.151418149999998]"
1922,"Bettiah, Bihar",BTH,BETTIAH,Bihar,ECR,"[84.5229561, 26.8058847]"
1923,,MKU,MALKAPUR,,,"[76.202946, 20.891974]"
1924,"Sidhi, Madhya Pradesh",BSDL,BHARSENDI,Madhya Pradesh,WCR,"[82.06039, 24.036488]"
1925,"Bulandshahr, Uttar Pradesh",BSC,Bulandshahr,Uttar Pradesh,NR,"[77.8482415, 28.3919187]"
1926,"Betheria Ghola, West Bengal",BTPG,Betheria Ghola,West Bengal,ER,"[88.57332099999999, 22.350122]"
1927,"Kothagudem To Bhadrachalam Rd, Andhra Pradesh",BTPD,Bethampurdi,Andhra Pradesh,SCR,"[80.573657, 17.543986]"
1928,"Bareilly, Uttar Pradesh",BTG,BASHARATGANJ,Uttar Pradesh,NR,"[79.2851956, 28.288009]"
1929,"State Highway 17, Punjab",BTIC,BHATINDA CANTT,Punjab,NR,"[74.954044, 30.19088]"
1930,"Mullowal, Punjab",ALL,ALAL,Punjab,NR,"[75.72074952000001, 30.377724999999998]"
1931,,WADO,WADODA,,,"[76.279846955, 20.8885446711]"
1932,,KJL,KHUMGAON BURTI,,,"[76.401107, 20.866943]"
1933,,NN,NANDURA,,,"[76.46015799999999, 20.838889]"
1934,"Botad, Gujarat",BTD,BOTAD JN,Gujarat,WR,"[71.6655966, 22.182870599999998]"
1935,"Alwar, Haryana",BU,BASWA,Haryana,NWR,"[76.575644, 27.149686000000003]"
1936,,AK,AKOLA JN,,,"[77.005497, 20.723084]"
1937,,DKS,DAREKASA,,,"[80.580751, 21.271299000000003]"
1938,"Hanumangarh, Rajasthan",BUGL,Buglanwali,Rajasthan,NWR,"[74.23897337168455, 29.79175066957987]"
1939,"Basara, Andhra Pradesh",BSX,BASAR,Andhra Pradesh,SCR,"[77.938506, 18.86512]"
1940,"Baddowa, Punjab",BWZ,Baddowal,Punjab,NR,"[75.742678, 30.862116999999998]"
1941,"Dist. Akola, Maharashtra",BSQ,BARSI TAKLI,Maharashtra,SCR,"[77.060902, 20.576054000000003]"
1942,"Shivpuri, Madhya Pradesh",PARH,PARAKHEDA,Madhya Pradesh,WCR,"[77.642772, 25.705583]"
1943,,BLNR,BIRLANAGAR,,,"[78.1953108, 26.237555]"
1944,"Bargi Nagar - Ghansore Rd, Madhya Pradesh",BUQ,Bargi,Madhya Pradesh,SECR,"[79.875125, 22.995932999999997]"
1945,,SIKD,SIKRODA KWANRI,,,"[77.96285300000001, 26.569564]"
1946,"Rajsamand, Rajasthan",BSJ,Bhupalsagar,Rajasthan,NWR,"[74.2116131934, 24.8477620899]"
1947,"Kolkata, West Bengal",BRPK,Bisharpara Kodaliya,West Bengal,ER,"[88.434731, 22.676284]"
1948,"National Highway 7, Tamil Nadu",TY,TULUKAPATI,Tamil Nadu,SR,"[77.936903, 9.467438999999999]"
1949,"Haldia, West Bengal",BYSA,Basulyasutahata,West Bengal,SER,"[88.13056325, 22.12030128]"
1950,"Kaushambi, Uttar Pradesh",BRG,BARGARH,Uttar Pradesh,NCR,"[81.4500584753, 25.164270416300003]"
1951,,KSRA,KASARA,,,"[73.472003, 19.647159]"
1952,,OMB,OOMBERMALI,,,"[73.422651, 19.628026000000002]"
1953,,MH,Marahra,,CR,"[85.446664, 25.100178]"
1954,,KE,KHARDI,,,"[73.393442, 19.579952]"
1955,,THS,THANSIT,,,"[73.35181299999999, 19.549981]"
1956,"Ramgarh Chungha, Punjab",BSGR,Bhagsar,Punjab,NR,"[74.40197699999999, 30.452385]"
1957,,ATG,ATGAON,,,"[73.3276912396, 19.5031813038]"
1958,,ASO,ASANGAON,,,"[73.307859, 19.439277999999998]"
1959,,VSD,VASIND,,,"[73.26768899999999, 19.406422]"
1960,,KDV,KHADAVLI,,,"[73.21871043, 19.35621892]"
1961,,ABY,AMBIVLI,,,"[73.17171, 19.267587]"
1962,,DIVA,DIVA,,,"[73.041905, 19.188394]"
1963,"Mumbai, Maharashtra",SNRD,MUMBAI SANDHURST ROAD,Maharashtra,CR,"[72.839733, 18.962311]"
1964,"Nawan Shahar, Punjab",BXB,Banga,Punjab,NR,"[75.999562, 31.177139]"
1965,,TNA,THANE,,,"[72.97541700000001, 19.185757000000002]"
1966,"State Highway 20, Punjab",BVW,Bahminiwala,Punjab,NR,"[74.19313199999999, 30.548939999999998]"
1967,,MLND,MULUND,,,"[72.956933, 19.172355]"
1968,,KUF,KAURHA,,,"[80.102675, 27.462683]"
1969,,KAR,KARNA,,,"[80.19623499999999, 27.32161]"
1970,,NHU,NAHUR,,,"[72.946683, 19.154646]"
1971,"Betnoti, Orissa",BTQ,Betnoti,Orissa,SER,"[86.8435187, 21.741339999999997]"
1972,"SH19, Karnataka",BSN,BANASANDRA,Karnataka,SWR,"[76.659317, 13.265332]"
1973,"Nana, Rajasthan",MOI,MORI BERA,Rajasthan,NWR,"[73.136306, 25.035574999999998]"
1974,"Biroliya Rd, Rajasthan",BRLY,BIROLIYA,Rajasthan,NWR,"[73.192517, 25.170546]"
1975,"SH 64, Rajasthan",RT,ROHAT,Rajasthan,NWR,"[73.0953188199, 25.921475609399998]"
1976,"Bagevadi, Karnataka",BSRX,BAGEVADI RD,Karnataka,SWR,"[75.82814753, 16.47986853]"
1977,,AIPP,ATTIPPATTU PUDU NAGAR,,,"[80.299606, 13.249326]"
1978,"Bilga, Punjab",BZG,Bilga,Punjab,NR,"[75.66684099999999, 31.058267]"
1979,"State Highway 113, Gujarat",LMC,LAKHAMANCHI,Gujarat,WR,"[71.14841382110001, 22.5718124104]"
1980,"Deoghar, Jharkhand",BDME,Baidyanathdham Deoghar,Jharkhand,ER,"[86.6920701, 24.4892623]"
1981,"Barshi, Maharashtra",BTW,BARSI TOWN,Maharashtra,CR,"[75.718169, 18.240993]"
1982,"Barwah, Madhya Pradesh",BWW,Barwaha,Madhya Pradesh,WR,"[76.0302621, 22.255445899999998]"
1983,"Jawan Wala Shehar, Himachal Pradesh",JWLS,JAWAN WALA SHEHAR,Himachal Pradesh,NR,"[76.003772, 32.14165]"
1984,,KIM,KIM,,,"[72.926702, 21.399697]"
1985,,SER,SAMAYANALLUR,,,"[78.035087, 9.981546]"
1986,"State Highway 160, Gujarat",CDD,Chandod,Gujarat,WR,"[73.45218163914979, 21.99195697308774]"
1987,,DPH,DADHAPARA,,,"[82.123182, 22.028156]"
1988,,JRMG,JAIRAMNAGAR,,,"[82.29651100000001, 22.034344]"
1989,,UGN,UGAON,,,"[74.136829, 20.122591999999997]"
1990,"Kurigram Nageshwari Rd, West Bengal",BXT,Bamanhat,West Bengal,NFR,"[89.62797752581537, 26.076284459879247]"
1991,"Diakkawn Rd, Assam",BXK,BANDARKHAL,Assam,NFR,"[92.80071699999999, 25.069785]"
1992,"Behman Diwana, Punjab",BWX,BAHMAN DIWANA,Punjab,NR,"[74.849153, 30.225526]"
1993,"THAKUR Rd, Uttar Pradesh",BYHA,BARYA RAM,Uttar Pradesh,NR,"[82.22659200000001, 25.566931]"
1994,"Harda, Madhya Pradesh",CRK,CHARKHERA,Madhya Pradesh,WCR,"[77.171177, 22.367273]"
1995,"Lalgarh-Medinipur Road, West Bengal",BUTA,BHADUTALA,West Bengal,SER,"[87.3208, 22.485657]"
1996,"Chandrakona Rd, West Bengal",CDGR,CHANDRAKONA RD,West Bengal,SER,"[87.340588, 22.739076]"
1997,"District Jind, Haryana",BZO,BARSOLA,Haryana,NR,"[76.231711, 29.394379]"
1998,,DG,DINDIGUL JN,,,"[77.985472, 10.35381]"
1999,,VO,VELLODU,,,"[77.951415, 10.317775999999999]"
2000,,ABI,AMBATURAI,,,"[77.924468, 10.272226]"
2001,,KQN,KODAIKANAL ROAD,,,"[77.909593, 10.179613000000002]"
2002,,VDP,VADIPPATTI,,,"[77.945674, 10.086114]"
2003,"National Highway 14, Gujarat",CDQ,CHADOTAR,Gujarat,WR,"[72.37251094, 24.18394723]"
2004,"Bawal, Haryana",BWL,BAWAL,Haryana,NWR,"[76.572402, 28.070281]"
2005,"Bhimavaram, Andhra Pradesh",BVRT,BHIMAVARAM TOWN,Andhra Pradesh,SCR,"[81.516853, 16.547348]"
2006,"Marwar, Rajasthan",BQN,BAGRI NAGAR,Rajasthan,NWR,"[73.787801, 25.895725000000002]"
2007,,KYR,KARUPPATTI,,,"[77.94839300000001, 10.044464999999999]"
2008,,SDN,SHOLAVANDAN,,,"[77.96508200000001, 10.02227]"
2009,"Bagaha, Bihar",BUG,BAGAHA,Bihar,ECR,"[84.066991, 27.130045000000003]"
2010,"Sikta-Mainatad Rd, Bihar",CAI,CHANPATIA,Bihar,ECR,"[84.53063900000001, 26.94163]"
2011,"Chakia, Bihar",CAA,CHAKIA,Bihar,ECR,"[85.04636, 26.417182]"
2012,"Tikapur, Uttar Pradesh",BXM,BELRAYAN,Uttar Pradesh,NER,"[80.915268, 28.379381]"
2013,"Sangli, Maharashtra",BVQ,BHILAVDI,Maharashtra,CR,"[74.51678100000001, 17.008048]"
