,address,code,name,state,zone,coordinates
6314,,YGD,YERRAGUDIPAD,,,"[78.606374, 14.618673]"
6315,,KKM,KAMALAPURAM,,,"[78.666113, 14.591762]"
6316,,GPY,GANGAYAPLLE,,,"[78.71746345, 14.55411935]"
6317,,KPU,KRISHNAPURAM,,,"[78.776559, 14.493468]"
6318,,HX,CUDDAPAH,,,"[78.829184, 14.451690000000001]"
6319,,KNLP,KANAMALO PALLE,,,"[78.925335, 14.428768999999999]"
6320,,BKPT,BHAKARAPET,,,"[78.97007317, 14.409362699999999]"
6321,,VNM,ONTIMITTA,,,"[79.016272, 14.392459]"
6322,,MMPL,MANTAPAMPALLE,,,"[79.078603, 14.321639000000001]"
6323,,NRE,NANDALUR,,,"[79.105722, 14.264922]"
6324,,HAQ,HASTAVARMU,,,"[79.1216, 14.218403]"
6325,,RJP,RAZAMPETA,,,"[79.15274099999999, 14.184524999999999]"
6326,,PMT,PULLAMPET,,,"[79.205606, 14.120622000000001]"
6327,,RPL,REDDIPALLE,,,"[79.22553, 14.093157999999999]"
6328,,OBVP,OBULAVARIPALLI,,,"[79.268221, 14.04083]"
6329,,ANE,ANANTARAJUPET,,,"[79.30246799999999, 13.999592]"
6330,,KOU,KODURU,,,"[79.345687, 13.948578]"
6331,,SF,SETTIGUNTA,,,"[79.382302, 13.87431]"
6332,,BLPE,BALAPALLE,,,"[79.403557, 13.817150999999999]"
6333,,MRM,MAMANDURU,,,"[79.458115, 13.745895]"
6334,,PUDI,PUDI,,,"[79.510307, 13.532380999999999]"
6335,,SVF,SRI VENKATAPERU,,,"[79.514324, 13.511599]"
6336,,TDK,TADUKU,,,"[79.526498, 13.502044999999999]"
6337,,PUT,PUTTUR,,,"[79.552666, 13.439642]"
6338,,VGA,VEPAGUNTA,,,"[79.559433, 13.395013]"
6339,,EKM,EKAMBARAKUPPAM,,,"[79.573126, 13.318603999999999]"
6340,,NG,NAGARI,,,"[79.579647, 13.307882]"
6341,,VKZ,VENKATA NARASIMHA RAJU VARI PETA,,,"[79.58186500000001, 13.270775]"
6342,,POI,PONPADI,,,"[79.588814, 13.241368]"
6343,,TRT,TIRUTTANI,,,"[79.611386, 13.179217000000001]"
6344,,ICP,ICHCHIPUTTUR,,,"[79.638907, 13.132795]"
6345,,AJJN,ARAKKONAM JN NORTH,,,"[79.64842900000001, 13.086445000000001]"
6346,,PDI,PALASDARI,,,"[73.32055, 18.88409]"
6347,,TKW,THAKURVADI,,,"[73.353331, 18.852865]"
6348,,NNCN,NAGNATH CABIN,,,"[73.35913113400001, 18.854079332599998]"
6349,,NAGC,NAGARGALI,,,"[73.36014800000001, 18.815609]"
6350,,MHLC,MONKEY HILL,,,"[73.36374599999999, 18.769161]"
6351,,KAD,KHANDALA,,,"[73.377469, 18.755087]"
6352,,LNL,LONAVALA,,,"[73.407657, 18.748883]"
6353,,MVL,MALAVLI,,,"[73.48064000000001, 18.743833000000002]"
6354,,KMST,KAMSHET,,,"[73.552352, 18.766938]"
6355,,KNHE,KANHE,,,"[73.59401600000001, 18.762352]"
6356,,VDN,VADGAON,,,"[73.636925, 18.742927]"
6357,,TGN,TALEGAON,,,"[73.67201399999999, 18.734829]"
6358,,GRWD,GHORAWADI,,,"[73.69698199999999, 18.720585]"
6359,,SLRW,SHELARWADI,,,"[73.705901, 18.700940000000003]"
6360,,BGWI,BEGDAEWADI,,,"[73.708437, 18.700263]"
6361,,BGW,BEGDEWADI,,,"[73.70903919999999, 18.701176]"
6362,,DEHR,DEHU ROAD,,,"[73.734169, 18.680176]"
6363,,AKRD,AKURDI,,,"[73.76424399999999, 18.64812]"
6364,,CCH,CHINCHVAD,,,"[73.79139199999999, 18.638903]"
6365,,PMP,PIMPRI,,,"[73.801991, 18.622977]"
6366,,KSWD,KASAR WADI,,,"[73.8207010529, 18.607555174]"
6367,,DAPD,DAPODI,,,"[73.83279900000001, 18.58005]"
6368,,KK,KHADKI,,,"[73.840513, 18.563010000000002]"
6369,,SVJR,SHIVAJINAGAR,,,"[73.851147, 18.531738]"
6370,,BRB,BORIBIAL,,,"[74.6488080432, 18.4077648636]"
6371,,MLM,MALTHAN,,,"[74.7243673877, 18.3689511683]"
6372,,BGVN,BHIGWAN,,,"[74.77504200000001, 18.317256]"
6373,,JNTR,JINTI ROAD,,,"[74.87741682800001, 18.3249544651]"
6374,,PRWD,PAREWADI,,,"[74.952285, 18.289799000000002]"
6375,,WSB,WASHIMBE,,,"[75.003799, 18.284021]"
6376,,PPJ,POPHLAJ,,,"[75.117846, 18.292242]"
6377,,JEUR,JEUR,,,"[75.16247100000001, 18.260933]"
6378,,BLNI,BHALWANI,,,"[75.199289, 18.212962]"
6379,,KEM,KEM,,,"[75.2746262701, 18.177508793500003]"
6380,,DHS,DHAVALAS,,,"[75.3342619214, 18.1296817393]"
6381,,KWV,KURDUVADI,,,"[75.41711799999999, 18.091348]"
6382,,WDS,WADSINGE,,,"[75.4887746527, 18.066132304299998]"
6383,,MA,MADHA,,,"[75.546507, 18.029712]"
6384,,WKA,VAKAV,,,"[75.579724, 17.988187]"
6385,,AAG,ANGAR,,,"[75.599875, 17.954256]"
6386,,MKPT,MALIKPETH,,,"[75.608752, 17.899981999999998]"
6387,,MO,MOHOL,,,"[75.675995, 17.805205]"
6388,,MVE,MUNDHEWADI,,,"[75.7065479559, 17.7417646618]"
6389,,PK,PAKNI,,,"[75.7788740411, 17.7248659449]"
6390,,BALE,BALE,,,"[75.8450861792, 17.676185604199997]"
6391,,SUR,SOLAPUR JN,,,"[75.893401, 17.664496]"
6392,,TKWD,TIKEKARWADI,,,"[75.933458, 17.614967]"
6393,,HG,HOTGI,,,"[75.989943, 17.565668000000002]"
6394,,TLT,TILATI,,,"[76.069348, 17.503553]"
6395,,AKOR,AKALKOT ROAD,,,"[76.13768900000001, 17.450243]"
6396,,NGS,NAGANSUR,,,"[76.182913, 17.429086]"
6397,,BOT,BOROTI,,,"[76.2535626, 17.395018500000003]"
6398,,DUD,DUDHANI,,,"[76.37871, 17.362420999999998]"
6399,,KUI,KULALI,,,"[76.47059200000001, 17.357949]"
6400,,GDGN,GAUDGAON,,,"[76.530953, 17.335973000000003]"
6401,,GUR,GANAGAPUR ROAD,,,"[76.5903, 17.340443]"
6402,,HHD,HUNSIHADGIL,,,"[76.646807, 17.352906]"
6403,,SVG,SAWALGI,,,"[76.71113700000001, 17.339489999999998]"
6404,,BBD,BABLAD,,,"[76.779259, 17.337569]"
6405,,GR,GULBARGA,,,"[76.82443799999999, 17.314372]"
6406,,HQR,HIRENANDURU,,,"[76.872212, 17.258215]"
6407,,MR,MARTUR,,,"[76.902717, 17.199686]"
6408,,SDB,SHAHABAD,,,"[76.943513, 17.121662999999998]"
6409,,MBQ,MUMBRA,,,"[73.02326, 19.190223]"
6410,,KLVA,KALVA,,,"[72.997651, 19.196049]"
6411,,CLA,KURLA JN,,,"[72.879375, 19.065221]"
6412,,SIN,MUMBAI SION,,,"[72.864262, 19.047725]"
6413,,MTN,MUMBAI MATUNGA,,,"[72.84984200000001, 19.027347]"
6414,,DR,MUMBAI DADAR CENTRAL,,,"[72.842972, 19.017179]"
6415,,VLDI,VITHALWADI,,,"[73.149051, 19.229233999999998]"
6416,,ULNR,ULHASNAGAR,,,"[73.163466, 19.218215]"
6417,,ABH,AMBARNATH,,,"[73.184756, 19.210382000000003]"
6418,,BUD,BADLAPUR,,,"[73.2390496, 19.166388299999998]"
6419,,VGI,VANGANI,,,"[73.300967, 19.094299]"
6420,,SHLU,SHELU,,,"[73.317386, 19.062985]"
6421,,NRL,NERAL,,,"[73.318955, 19.027113]"
6422,,BVS,BHIVPURI ROAD,,,"[73.331324, 18.970654999999997]"
6423,,KJT,KARJAT,,,"[73.320691, 18.911157999999997]"
6424,,MAG,MANGALAGIRI,,,"[80.564992, 16.438256]"
6425,,NBR,NAMBURU,,,"[80.49582500000001, 16.358721]"
6426,,PDKN,PEDAKAKANI HALT,,,"[80.48615482999999, 16.34323912]"
6427,,BDPL,BANDARUPALLE,,,"[80.36280020000001, 16.3655265]"
6428,,MDPD,MANDAPADU,,,"[80.320507, 16.388651999999997]"
6429,,SRPM,SIRIPURAM,,,"[80.295123, 16.412602999999997]"
6430,,LIN,LINGAMGUNTLA,,,"[80.273943, 16.439709]"
6431,,PKPU,PEDDAKURAPADU,,,"[80.252989, 16.459296]"
6432,,GPDE,GUDIPUDI,,,"[80.205304, 16.433946000000002]"
6433,,SAP,SATTENAPALLE,,,"[80.152704, 16.405018]"
6434,,DUP,DHULIPALLA HALT,,,"[80.0878237878, 16.4244756015]"
6435,,REM,REDDIGUDEM,,,"[80.0508149304, 16.442327720599998]"
6436,,BMKD,BELLAMKONDA,,,"[80.006313, 16.46998]"
6437,,ANPM,ANUPALEM,,,"[79.962595, 16.469897]"
6438,,STRM,SITARAMAPURAM,,,"[79.9255021252, 16.4747594276]"
6439,,PGRL,PIDUGURALLA,,,"[79.876294, 16.477787000000003]"
6440,,KPH,KAMEPALLI,,,"[79.83223332029999, 16.5053044215]"
6441,,TMLU,TUMMALACHERUVU,,,"[79.80296299999999, 16.527651000000002]"
6442,,NDKD,NADIKODE,,,"[79.72356500000001, 16.590634]"
6443,,PDGL,PONDUGULA,,,"[79.65905031369999, 16.676244251900002]"
6444,,VJRD,VAJIRABAD,,,"[79.6451940808, 16.686823777]"
6445,,VNUP,VISHNUPURAM,,,"[79.6387859326, 16.7045104904]"
6446,,DMCA,DAMARACHERLA,,,"[79.630821, 16.725861]"
6447,,KDGL,KONDRAPOL,,,"[79.6010754456, 16.785299045400002]"
6448,,KDRL,KONDRAPOL,,,"[79.600292, 16.784736]"
6449,,MRGA,MIRYALAGUDA,,,"[79.533503, 16.860392]"
6450,,TPPI,TIPPARTHI,,,"[79.42309800000001, 17.006536999999998]"
6451,,NLDA,NALGONDA,,,"[79.283436, 17.06118]"
6452,,SRMR,SRIRAMPURAM,,,"[79.212404903, 17.1172617982]"
6453,,NKPL,NARKETPALLI,,,"[79.179267, 17.199276]"
6454,,CTYL,CHITYALA,,,"[79.135713114, 17.221960824]"
6455,,RMNP,RAMANNAPET,,,"[79.087023, 17.282344000000002]"
6456,,VLG,VANIGONDA,,,"[79.008505, 17.366663]"
6457,,MMPR,MAMDAPUR,,,"[78.97793132449999, 17.3825749479]"
6458,,NRDP,NAGIREDDIPALLI,,,"[78.939987, 17.422255]"
6459,,BMMP,BOMMAYAPALLI,,,"[78.8612265723, 17.484445161900002]"
6460,,KTCR,KOTHACHERUVU,,,"[77.76013216189999, 14.185769735700001]"
6461,,BSPL,BASAMPALLE,,,"[77.74596344999999, 14.31123523]"
6462,,SSPN,SATYA SAI P NILAYAM,,,"[77.757559, 14.160468]"
6463,,NRYP,NARAYANAPURAM,,,"[77.696047, 14.128972000000001]"
6464,,SUH,SULEHALLI,,,"[77.05225732059999, 17.0804109748]"
6465,,HLTS,HALKATTA SHARIEF,,,"[76.9925675, 17.017117292]"
6466,,TAC,TATICHERLA,,,"[77.59500059450001, 14.7483502106]"
6467,,LPI,LINGAMPALLI,,,"[78.31677400000001, 17.482874000000002]"
6468,,KDT,KHADARPET,,,"[77.5427697052, 14.9830781091]"
6469,,VPL,VENKATAMPALLE,,,"[77.44160447690001, 15.0448535871]"
6470,,GPU,GULAPALYAMU,,,"[77.39921, 15.087043]"
6471,,CDNR,CHANDANAGAR,,,"[78.333575, 17.487697]"
6472,,HFZ,HAFIZPETA,,,"[78.36265499999999, 17.482275]"
6473,,HTCY,HITECH CITY,,,"[78.38486099999999, 17.4694]"
6474,,HNMN,HANUMAN STATION,,,"[77.37687315369999, 15.1495189968]"
6475,,LGD,LALLAGUDA,,,"[78.525617, 17.441464]"
6476,,MLY,MAULA ALI,,,"[78.55054100000001, 17.44041]"
6477,,BRBD,BORABANDA,,,"[78.40786013, 17.45922612]"
6478,,BTNR,BHARTNAGAR,,,"[78.42819281999999, 17.46139991]"
6479,,FNB,FATEHNAGAR,,,"[78.4502575745, 17.4561957266]"
6480,,NCHS,NATURE CURE HOSPITAL,,,"[78.45289083, 17.445863160000002]"
6481,,BMT,BEGAMPET,,,"[78.4586266, 17.4388739]"
6482,,SJVP,SANJEEVAIAH PARK,,,"[78.475688, 17.435951]"
6483,,JET,JAMES STREET,,,"[78.486911, 17.433133]"
6484,,SC,SECUNDERABAD JN,,,"[78.50148100000001, 17.433146999999998]"
6485,,NW,NALWAR,,,"[77.019937, 16.936043]"
6486,,SPHL,SHAMPURHALLI,,,"[77.03309, 16.87535]"
6487,,TGDE,THANGUNDI,,,"[77.068276, 16.803814]"
6488,,YG,YADGIR,,,"[77.13036600000001, 16.744396]"
6489,,LGRE,LINGIRI,,,"[77.188998, 16.670289]"
6490,,SADP,SAIDAPUR,,,"[77.2497912268, 16.5700011556]"
6491,,CGTA,CHEGUNTA,,,"[77.30225045, 16.48536136]"
6492,,KSN,KRISHNA,,,"[77.328563, 16.409324]"
6493,,YDLP,YADALAPUR,,,"[77.326596, 16.384372]"
6494,,CK,CHIKSUGAR,,,"[77.343832, 16.336647]"
6495,,YS,YERMARAS,,,"[77.34747, 16.272482]"
6496,,RC,RAICHUR,,,"[77.339165, 16.192441000000002]"
6497,,MRC,MARICHETHAL,,,"[77.30931799999999, 16.111362]"
6498,,MTU,MATMARI,,,"[77.302973, 16.046723]"
6499,,HPH,HANUMAPURA,,,"[77.30620283569999, 15.9712913703]"
6500,,MALM,MANTHRALAYAM RD,,,"[77.299196, 15.949035]"
6501,,EGU,IRANAGALLU,,,"[77.26376539, 15.89181357]"
6502,,KO,KOSGI,,,"[77.23640800000001, 15.847871999999999]"
6503,,KGL,KUPGAL,,,"[77.219229, 15.726256]"
6504,,ESV,ISIVI,,,"[77.22981399999999, 15.65781]"
6505,,AD,ADONI,,,"[77.27485, 15.617035]"
6506,,NRR,NAGARUR,,,"[77.31318399999999, 15.542335]"
6507,,ASP,ASPARI,,,"[77.356253, 15.454804000000001]"
6508,,MGV,MOLAGAVALLI,,,"[77.371821, 15.357784]"
6509,,NMLU,NEMAKALLU,,,"[77.37277900000001, 15.297622]"
6510,,NLA,NANCHERLA,,,"[77.36883300000001, 15.256053]"
6511,,GTL,GUNTAKAL JN,,,"[77.36661099999999, 15.17556]"
6512,,KLU,KALLURU,,,"[77.581419, 14.924474]"
6513,,GDE,GARLADINNE,,,"[77.592146, 14.827323999999999]"
6514,,HLKT,HALAKATTA,,,"[76.99057254760001, 17.0207708951]"
6515,,CT,CHITTAPUR,,,"[77.09045160000001, 17.1197808]"
6516,,MQR,MALKHAID ROAD,,,"[77.17396099999999, 17.147112]"
6517,,SEM,SERAM,,,"[77.28353, 17.180683000000002]"
6518,,KQT,KURGUNTA,,,"[77.359574, 17.191165]"
6519,,NAW,NAWANDGI,,,"[77.427908244, 17.2170998262]"
6520,,MVH,MANTATTI,,,"[77.5094807208, 17.2276934669]"
6521,,TDU,TANDUR,,,"[77.585037, 17.25044]"
6522,,RMY,RUKMAPUR,,,"[77.67542399999999, 17.27365]"
6523,,DRR,DHARUR,,,"[77.75853000000001, 17.28952]"
6524,,MWY,MAILARAM,,,"[77.809709, 17.280412]"
6525,,GDQ,GODAMGURA,,,"[77.867119, 17.29025]"
6526,,VKB,VIKARABAD JN,,,"[77.90940900000001, 17.337132]"
6527,,CTF,CHITGIDDA,,,"[77.963909, 17.391231]"
6528,,GGD,GULLAGUDA,,,"[78.03277293640001, 17.4169638619]"
6529,,RPK,RAVALPALLI KALA,,,"[78.084165, 17.439968]"
6530,,SKP,SHANKARPALLI,,,"[78.131116, 17.450825]"
6531,,NPL,NAGALAPALLE,,,"[78.229966, 17.460567]"
6532,,SNF,SANAT NAGAR,,,"[78.4359471722, 17.4616070935]"
6533,,JBR,JAHANGIRABAD ROAD,,,"[81.2472830347, 26.973936860000002]"
6534,,RFR,RAFINAGAR,,,"[81.2820328021, 26.994136282600003]"
6535,,BUR,BINDAURA,,,"[81.3252031305, 27.0210232397]"
6536,,STPD,SITAFAL MANDI,,,"[78.520289, 17.428339]"
6537,,ATC,ARTS COLLEGE,,,"[78.51966499999999, 17.418129999999998]"
6538,,JOO,KACHEGUDA JAMIA OSMANIA,,,"[78.517784, 17.411068999999998]"
6539,,VAR,VIDYANAGAR,,,"[78.511657, 17.402485]"
6540,,LGDH,LALAGUDA GATE,,,"[78.52440299999999, 17.440355]"
6541,,MJF,MALKAJGIRI,,,"[78.529606, 17.448392000000002]"
6542,,KDGH,KODIGEHALLI,,,"[77.57597160489999, 13.063357741399999]"
6543,,ATP,ANANTAPUR,,,"[77.59531199999999, 14.686478]"
6544,,PSPY,PRASANNAYA PALLI,,,"[77.602106203, 14.631177793700001]"
6545,,ZPL,ZANGALAPALLE,,,"[77.640854, 14.591854]"
6546,,CCA,CHIGICHERLA,,,"[77.68348800000001, 14.517474]"
6547,,DMM,DHARMAVARAM JN,,,"[77.717115, 14.424368999999999]"
6548,,NGM,NAGASAMUDRAM,,,"[77.64246703, 14.32166253]"
6549,,MKJ,MAKKAJIPALLI,,,"[77.62844748, 14.19611832]"
6550,,PKD,PENUKONDA,,,"[77.592521, 14.099641]"
6551,,REPI,RANGEPALLI,,,"[77.578036, 14.01783]"
6552,,CPL,CHAKARLAPALLI,,,"[77.583123, 13.99779]"
6553,,MLU,MALUGUR,,,"[77.531591, 13.866614]"
6554,,HUP,HINDUPUR,,,"[77.500362, 13.819144000000001]"
6555,,DPE,DEVARAPALLE,,,"[77.512236488, 13.723806590299999]"
6556,,VWA,VIDURASWATTHA,,,"[77.509785, 13.665712999999998]"
6557,,GBD,GAURIBIDANUR,,,"[77.512781, 13.613081000000001]"
6558,,SMWA,SOMESHWARA,,,"[77.513961, 13.55657]"
6559,,TDV,THONDEBHAVI,,,"[77.51457300000001, 13.503502999999998]"
6560,,MKL,MAKLIDRUG,,,"[77.50903739809999, 13.4095451686]"
6561,,CHZ,CHARLAPALLI,,,"[78.605619, 17.457672000000002]"
6562,,GT,GHATKESAR,,,"[78.678217, 17.453116]"
6563,,BN,BIBINAGAR,,,"[78.794355, 17.470511]"
6564,,PGDP,PAGIDIPALLI,,,"[78.820893, 17.484713000000003]"
6565,,BG,BHONGIR,,,"[78.89847, 17.524696]"
6566,,RAG,RAIGIR,,,"[78.94120199999999, 17.550881]"
6567,,WP,WANGAPALLI,,,"[78.983664, 17.580557000000002]"
6568,,ALER,ALER,,,"[79.04834140000001, 17.6459553]"
6569,,PBP,PEMBARTI,,,"[79.11616, 17.692296000000002]"
6570,,ZN,JANGAON,,,"[79.15473399999999, 17.725115]"
6571,,YSPM,YASANTAPUR,,,"[79.20499763309999, 17.736740181200002]"
6572,,RGP,RAGHUNATHPALLI,,,"[79.2553036017, 17.7564788113]"
6573,,IPG,IPPUGUDA,,,"[79.3267055493, 17.801311539300002]"
6574,,GNP,GHANPUR,,,"[79.3768995, 17.8506252]"
6575,,NSKL,NASKHAL,,,"[79.426237, 17.898101]"
6576,,ORH,ODDARAHALLI,,,"[77.541461, 13.345829]"
6577,,DBU,DODBALLAPUR,,,"[77.55016, 13.27894]"
6578,,RNN,RAJANKUNTI,,,"[77.564915, 13.174150999999998]"
6579,,YNK,YELHANKA JN,,,"[77.593069, 13.102795]"
6580,,BRGL,BURGULA HALT,,,"[78.20522299999999, 16.993515]"
6581,,HBLN,HBL NAGAR,,,"[78.27355, 17.134017]"
6582,,KOTT,KOTTUR,,,"[78.28622100000001, 17.149739999999998]"
6583,,NSVP,NPA SHIVARAMPALLI HALT,,,"[78.4372038177, 17.3237142919]"
6584,,YKA,YAKUTPURA KACHEGUDA,,,"[78.49171100000001, 17.359554]"
6585,,MLYG,MLYG,,,"[78.53416999999999, 17.455347]"
6586,,MLYC,MAULA ALI,,,"[78.548135, 17.447219]"
6587,,OPL,UPPAL,,,"[79.48098, 18.183408]"
6588,,JMKT,JAMIKUNTA,,,"[79.476918, 18.290021]"
6589,,BGSF,BISUGIRSHARIF,,,"[79.483604, 18.348122]"
6590,,PTKP,POTKAPALLI,,,"[79.4644454974, 18.4290619835]"
6591,,OEA,ODELA,,,"[79.4497442804, 18.456554241099997]"
6592,,KOLR,KOLNUR,,,"[79.4199093701, 18.496319274500003]"
6593,,KYOP,KOTTAPALLI,,,"[79.40385903139999, 18.5402681328]"
6594,,PDPL,PEDDAPALLI,,,"[79.39208, 18.613795999999997]"
6595,,RGPM,RAGHAVAPURAM,,,"[79.411187, 18.681242]"
6596,,RDM,RAMGUNDAM,,,"[79.43509999999999, 18.763329]"
6597,,PPZ,PEDDEMPET,,,"[79.4268241321, 18.802669374]"
6598,,MCI,MANCHIRYAL,,,"[79.448848, 18.878745000000002]"
6599,,RVKH,RAVINDRAKHANI,,,"[79.461396, 18.936594000000003]"
6600,,MMZ,MANDAMARI,,,"[79.47014800000001, 18.971272]"
6601,,BPA,BELAMPALLI,,,"[79.4863374, 19.053689199999997]"
6602,,RECH,RECHNI ROAD,,,"[79.451894, 19.140541]"
6603,,RLW,REPALLIWADA,,,"[79.430139, 19.201953]"
6604,,ASAF,ASIFABAD ROAD,,,"[79.416719, 19.256682]"
6605,,RLT,RALAPET,,,"[79.437787, 19.322909]"
6606,,SKZR,SIRPUR KAGAZNAGAR,,,"[79.489201, 19.345659]"
6607,,VEM,VEMPALLI,,,"[79.53458400000001, 19.414389]"
6608,,SRUR,SIRPUR TOWN,,,"[79.560418, 19.479063]"
6609,,MKDI,MAKUDI,,,"[79.44826, 19.592555]"
6610,,WIRR,WIRUR,,,"[79.430571, 19.641288000000003]"
6611,,VHGN,WIHIRGAON,,,"[79.44081899999999, 19.725052]"
6612,,MAGH,MANIKGARH,,,"[79.398527, 19.787693]"
